id,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
3977,INV4976,S273,Pen,40,2025-01-31,8.47,C306,France
3978,INV4977,S194,Pen,19,2025-01-07,22.7,C522,India
3979,INV4978,S706,Marker,35,2025-12-19,73.28,C792,UK
3980,INV4979,S531,Eraser,25,2025-09-01,67.23,C221,USA
3981,INV4980,S462,Ruler,6,2025-09-17,62.99,C676,UK
3982,INV4981,S485,Pencil,10,2025-11-29,60.71,C445,USA
3983,INV4982,S974,Pen,49,2025-11-16,64.63,C157,France
3984,INV4983,S959,Eraser,24,2025-02-03,45.16,C987,France
3985,INV4984,S407,Pencil,24,2025-11-12,93.17,C923,Germany
3986,INV4985,S496,Marker,31,2025-08-09,66.79,C118,USA
3987,INV4986,S957,Pen,2,2025-01-26,42.94,C442,France
3988,INV4987,S777,Notebook,45,2025-09-11,49.78,C710,Germany
3989,INV4988,S283,Eraser,12,2025-02-20,67.52,C364,India
3990,INV4989,S349,Stapler,20,2025-11-21,67.2,C953,USA
3991,INV4990,S293,Pencil,1,2025-09-05,80.28,C292,USA
3992,INV4991,S799,Eraser,16,2025-11-03,78.67,C709,UK
3993,INV4992,S955,Stapler,41,2025-12-03,62.54,C647,USA
3994,INV4993,S730,Pencil,45,2025-04-19,67.76,C322,France
3995,INV4994,S491,Notebook,12,2025-10-10,93.45,C154,UK
3996,INV4995,S293,Marker,1,2025-11-03,94.29,C153,USA
3997,INV4996,S798,Eraser,37,2025-09-10,90.75,C502,USA
3998,INV4997,S587,Marker,2,2025-03-21,39.6,C443,USA
3999,INV4998,S742,Marker,50,2025-11-26,44.75,C487,Germany
4000,INV4999,S425,Notebook,27,2025-05-21,99.41,C300,USA
4001,INV5000,S607,Pen,32,2025-10-31,43.14,C713,Germany
4002,INV5001,S805,Stapler,34,2025-06-24,38.85,C500,India
4003,INV5002,S128,Pencil,20,2025-01-18,12.63,C135,France
4004,INV5003,S146,Marker,1,2025-12-04,86.76,C802,France
4005,INV5004,S880,Notebook,45,2025-10-01,4.99,C267,UK
4006,INV5005,S490,Eraser,3,2025-06-17,74.54,C533,Germany
4007,INV5006,S641,Pencil,6,2025-09-20,38.6,C372,Germany
4008,INV5007,S108,Pen,9,2025-05-16,72.28,C686,India
4009,INV5008,S848,Notebook,36,2025-07-26,97.3,C162,Germany
4010,INV5009,S205,Eraser,31,2025-04-26,26.3,C793,India
4011,INV5010,S461,Marker,37,2025-10-31,23.77,C592,India
4012,INV5011,S925,Marker,27,2025-05-13,43.24,C962,UK
4013,INV5012,S263,Stapler,41,2025-11-28,68.52,C898,India
4014,INV5013,S639,Ruler,10,2025-06-17,49.89,C218,India
4015,INV5014,S164,Marker,25,2025-08-27,39.32,C625,USA
4016,INV5015,S588,Stapler,37,2025-06-25,14.95,C212,Germany
4017,INV5016,S208,Marker,21,2025-09-21,78.23,C945,France
4018,INV5017,S611,Marker,17,2025-04-28,80.76,C289,USA
4019,INV5018,S258,Eraser,34,2025-06-04,70.37,C340,France
4020,INV5019,S864,Ruler,28,2025-10-07,59.23,C270,India
4021,INV5020,S649,Pencil,9,2025-07-26,63.88,C860,USA
4022,INV5021,S856,Ruler,19,2025-12-10,41.17,C622,Germany
4023,INV5022,S497,Notebook,31,2025-04-09,37.8,C684,India
4024,INV5023,S259,Pencil,4,2025-01-22,3.05,C268,India
4025,INV5024,S630,Stapler,47,2025-04-22,24.97,C309,UK
4026,INV5025,S316,Pen,15,2025-07-07,34.31,C302,India
4027,INV5026,S478,Pen,27,2025-10-16,8.5,C120,Germany
4028,INV5027,S383,Eraser,46,2025-04-12,94.65,C985,USA
4029,INV5028,S494,Eraser,44,2025-01-23,55.1,C838,France
4030,INV5029,S741,Ruler,26,2025-02-10,24.01,C551,UK
4031,INV5030,S248,Pencil,22,2025-04-21,98.26,C340,France
4032,INV5031,S109,Pencil,17,2025-07-11,80.18,C535,Germany
4033,INV5032,S527,Pen,48,2025-07-04,58.88,C656,UK
4034,INV5033,S269,Pencil,19,2025-05-12,68.87,C183,France
4035,INV5034,S468,Pen,9,2025-08-03,53.37,C214,USA
4036,INV5035,S228,Pencil,15,2025-06-27,37.94,C396,France
4037,INV5036,S590,Notebook,40,2025-05-13,86.55,C224,France
4038,INV5037,S777,Stapler,9,2025-09-29,77.72,C923,India
4039,INV5038,S205,Notebook,19,2025-02-03,44.0,C841,USA
4040,INV5039,S175,Pen,32,2025-12-19,21.9,C428,USA
4041,INV5040,S363,Marker,12,2025-10-09,22.76,C664,France
4042,INV5041,S856,Pencil,35,2025-11-11,21.13,C148,USA
4043,INV5042,S183,Pencil,10,2025-02-06,25.11,C346,USA
4044,INV5043,S916,Pen,6,2025-01-10,93.14,C729,France
4045,INV5044,S599,Ruler,44,2025-08-30,43.6,C940,Germany
4046,INV5045,S559,Ruler,18,2025-03-30,95.16,C278,France
4047,INV5046,S922,Marker,26,2025-11-04,62.12,C641,Germany
4048,INV5047,S415,Ruler,11,2025-06-26,14.13,C566,Germany
4049,INV5048,S719,Pen,16,2025-10-19,15.45,C276,Germany
4050,INV5049,S516,Stapler,31,2025-11-14,14.42,C482,USA
4051,INV5050,S520,Notebook,31,2025-01-03,67.26,C173,UK
4052,INV5051,S299,Marker,48,2025-05-18,35.77,C498,USA
4053,INV5052,S740,Notebook,14,2025-12-13,64.43,C884,UK
4054,INV5053,S658,Pen,11,2025-09-02,57.09,C613,India
4055,INV5054,S349,Notebook,20,2025-01-28,76.46,C104,USA
4056,INV5055,S750,Pencil,50,2025-12-06,86.14,C588,France
4057,INV5056,S983,Notebook,38,2025-02-07,66.97,C815,Germany
4058,INV5057,S601,Pen,4,2025-10-02,68.19,C634,France
4059,INV5058,S589,Pencil,25,2025-11-03,7.23,C839,France
4060,INV5059,S536,Pen,37,2025-11-15,10.77,C542,India
4061,INV5060,S899,Pencil,15,2025-10-03,68.56,C795,UK
4062,INV5061,S278,Ruler,35,2025-11-04,79.95,C108,India
4063,INV5062,S354,Eraser,5,2025-09-13,95.82,C690,France
4064,INV5063,S768,Marker,26,2025-10-06,28.98,C121,UK
4065,INV5064,S589,Ruler,34,2025-06-18,13.26,C858,UK
4066,INV5065,S956,Pencil,36,2025-10-23,43.02,C113,USA
4067,INV5066,S406,Stapler,14,2025-03-08,5.14,C199,India
4068,INV5067,S931,Marker,9,2025-02-10,54.66,C780,France
4069,INV5068,S509,Stapler,31,2025-05-16,96.45,C550,Germany
4070,INV5069,S175,Stapler,18,2025-03-20,44.06,C438,Germany
4071,INV5070,S161,Pencil,13,2025-03-31,9.37,C800,Germany
4072,INV5071,S546,Stapler,45,2025-08-01,22.31,C816,Germany
4073,INV5072,S816,Notebook,15,2025-03-29,45.65,C384,Germany
4074,INV5073,S248,Marker,18,2025-03-20,3.33,C624,France
4075,INV5074,S791,Stapler,1,2025-05-10,21.6,C916,Germany
4076,INV5075,S832,Notebook,20,2025-09-02,25.78,C417,UK
4077,INV5076,S205,Pen,34,2025-06-02,88.8,C723,France
4078,INV5077,S588,Eraser,39,2025-01-10,40.34,C269,India
4079,INV5078,S293,Stapler,11,2025-06-08,21.85,C556,France
4080,INV5079,S236,Pencil,4,2025-10-23,45.2,C117,Germany
4081,INV5080,S485,Eraser,41,2025-01-17,63.32,C800,UK
4082,INV5081,S698,Stapler,44,2025-05-02,93.8,C938,Germany
4083,INV5082,S401,Ruler,6,2025-03-30,40.41,C965,UK
4084,INV5083,S693,Stapler,38,2025-08-07,52.59,C139,France
4085,INV5084,S361,Marker,2,2025-08-11,48.99,C530,USA
4086,INV5085,S243,Stapler,31,2025-10-02,33.27,C101,Germany
4087,INV5086,S300,Pencil,24,2025-08-26,48.15,C699,USA
4088,INV5087,S283,Ruler,48,2025-10-31,50.55,C528,France
4089,INV5088,S912,Pen,7,2025-11-08,35.43,C452,France
4090,INV5089,S384,Pencil,13,2025-05-20,39.95,C503,France
4091,INV5090,S933,Ruler,3,2025-05-01,11.17,C496,France
4092,INV5091,S270,Pen,5,2025-01-28,11.36,C976,India
4093,INV5092,S273,Marker,27,2025-12-28,16.42,C676,France
4094,INV5093,S703,Eraser,26,2025-04-29,45.74,C800,USA
4095,INV5094,S179,Eraser,16,2025-05-06,79.91,C515,USA
4096,INV5095,S871,Eraser,37,2025-11-13,39.65,C286,UK
4097,INV5096,S453,Notebook,38,2025-10-26,73.83,C306,USA
4098,INV5097,S174,Marker,12,2025-07-10,8.57,C760,Germany
4099,INV5098,S842,Stapler,42,2025-12-17,50.58,C237,India
4100,INV5099,S151,Ruler,15,2025-08-11,41.84,C809,India
4101,INV5100,S800,Pencil,25,2025-08-31,20.69,C317,Germany
4102,INV5101,S150,Marker,46,2025-03-29,77.02,C822,USA
4103,INV5102,S239,Ruler,5,2025-01-18,9.75,C916,USA
4104,INV5103,S288,Eraser,25,2025-03-01,13.96,C403,Germany
4105,INV5104,S866,Eraser,4,2025-10-07,90.67,C266,USA
4106,INV5105,S983,Pen,39,2025-11-08,11.48,C650,France
4107,INV5106,S867,Eraser,7,2025-05-19,19.33,C477,India
4108,INV5107,S471,Ruler,29,2025-10-30,85.08,C608,USA
4109,INV5108,S531,Ruler,46,2025-02-23,70.74,C240,USA
4110,INV5109,S668,Ruler,36,2025-02-11,5.34,C433,India
4111,INV5110,S666,Eraser,28,2025-12-01,71.81,C917,UK
4112,INV5111,S361,Stapler,18,2025-07-19,38.36,C815,UK
4113,INV5112,S601,Ruler,14,2025-11-16,85.8,C998,UK
4114,INV5113,S784,Pen,25,2025-08-16,82.62,C552,UK
4115,INV5114,S572,Pen,40,2025-10-28,72.05,C374,USA
4116,INV5115,S980,Pencil,25,2025-08-06,64.92,C351,India
4117,INV5116,S221,Notebook,23,2025-01-31,28.92,C132,Germany
4118,INV5117,S592,Ruler,40,2025-04-30,8.85,C481,USA
4119,INV5118,S794,Marker,40,2025-07-21,18.25,C298,India
4120,INV5119,S156,Stapler,49,2025-08-16,52.59,C131,India
4121,INV5120,S571,Marker,30,2025-07-25,4.02,C967,Germany
4122,INV5121,S567,Eraser,27,2025-06-17,6.18,C152,Germany
4123,INV5122,S187,Pen,44,2025-06-21,2.79,C729,UK
4124,INV5123,S465,Eraser,44,2025-08-18,15.42,C890,France
4125,INV5124,S945,Notebook,13,2025-05-14,23.49,C775,USA
4126,INV5125,S793,Marker,23,2025-12-30,27.43,C860,USA
4127,INV5126,S722,Pencil,12,2025-02-27,32.11,C666,USA
4128,INV5127,S916,Stapler,28,2025-01-26,3.88,C571,UK
4129,INV5128,S822,Notebook,48,2025-10-08,80.98,C870,France
4130,INV5129,S559,Pen,40,2025-01-03,19.8,C849,India
4131,INV5130,S820,Pen,24,2025-10-02,55.27,C185,Germany
4132,INV5131,S478,Eraser,34,2025-02-03,54.97,C814,India
4133,INV5132,S191,Marker,33,2025-06-25,77.21,C799,India
4134,INV5133,S543,Pencil,26,2025-02-09,5.17,C212,Germany
4135,INV5134,S932,Pen,32,2025-05-13,40.89,C533,Germany
4136,INV5135,S335,Stapler,7,2025-09-14,81.35,C990,UK
4137,INV5136,S287,Ruler,28,2025-08-22,55.44,C417,UK
4138,INV5137,S581,Eraser,19,2025-04-29,70.0,C343,India
4139,INV5138,S441,Pen,49,2025-10-22,28.82,C277,UK
4140,INV5139,S644,Stapler,41,2025-03-01,7.62,C221,France
4141,INV5140,S843,Ruler,38,2025-12-27,79.34,C480,France
4142,INV5141,S856,Marker,45,2025-04-14,98.11,C120,France
4143,INV5142,S980,Pen,17,2025-05-04,17.62,C240,USA
4144,INV5143,S613,Eraser,22,2025-07-05,82.57,C374,UK
4145,INV5144,S339,Stapler,40,2025-06-23,51.18,C168,India
4146,INV5145,S539,Pencil,12,2025-03-21,39.49,C701,Germany
4147,INV5146,S154,Marker,39,2025-04-10,42.19,C232,Germany
4148,INV5147,S553,Ruler,29,2025-04-10,40.59,C564,India
4149,INV5148,S570,Pencil,26,2025-12-09,13.24,C941,Germany
4150,INV5149,S864,Stapler,30,2025-08-22,27.74,C932,USA
4151,INV5150,S840,Notebook,26,2025-05-22,53.08,C721,USA
4152,INV5151,S304,Eraser,27,2025-10-04,82.87,C256,Germany
4153,INV5152,S114,Marker,36,2025-03-05,66.12,C644,Germany
4154,INV5153,S891,Pencil,31,2025-10-01,50.92,C502,France
4155,INV5154,S780,Marker,32,2025-12-01,57.89,C529,Germany
4156,INV5155,S653,Stapler,34,2025-02-13,66.11,C528,France
4157,INV5156,S472,Marker,42,2025-03-06,61.67,C516,UK
4158,INV5157,S125,Pencil,4,2025-09-10,54.86,C230,Germany
4159,INV5158,S847,Ruler,32,2025-08-09,19.34,C806,France
4160,INV5159,S712,Notebook,35,2025-11-26,54.09,C215,UK
4161,INV5160,S589,Pen,22,2025-01-09,73.47,C971,India
4162,INV5161,S501,Notebook,23,2025-10-24,53.83,C861,USA
4163,INV5162,S348,Pen,27,2025-07-16,32.69,C980,UK
4164,INV5163,S413,Ruler,48,2025-07-06,25.29,C230,UK
4165,INV5164,S730,Marker,18,2025-07-30,39.68,C223,USA
4166,INV5165,S383,Ruler,50,2025-04-15,32.74,C566,France
4167,INV5166,S968,Pencil,11,2025-01-13,52.39,C585,USA
4168,INV5167,S518,Notebook,28,2025-01-20,57.97,C983,UK
4169,INV5168,S973,Pen,39,2025-03-30,43.37,C472,UK
4170,INV5169,S380,Stapler,8,2025-10-30,10.43,C650,France
4171,INV5170,S894,Notebook,24,2025-04-22,50.57,C248,USA
4172,INV5171,S819,Eraser,5,2025-05-14,72.73,C449,UK
4173,INV5172,S939,Marker,19,2025-04-03,44.74,C935,India
4174,INV5173,S719,Marker,9,2025-06-14,57.26,C976,France
4175,INV5174,S259,Notebook,42,2025-09-08,50.36,C395,Germany
4176,INV5175,S473,Ruler,50,2025-03-04,34.9,C496,USA
4177,INV5176,S740,Pencil,20,2025-04-15,33.54,C216,France
4178,INV5177,S432,Ruler,21,2025-02-07,86.08,C467,Germany
4179,INV5178,S479,Notebook,9,2025-12-07,43.41,C836,USA
4180,INV5179,S445,Eraser,32,2025-06-11,74.17,C422,Germany
4181,INV5180,S736,Stapler,20,2025-07-06,68.82,C712,Germany
4182,INV5181,S465,Marker,44,2025-12-30,82.94,C483,Germany
4183,INV5182,S296,Stapler,32,2025-09-16,55.14,C523,USA
4184,INV5183,S247,Pen,25,2025-11-10,6.05,C787,India
4185,INV5184,S557,Marker,38,2025-01-10,54.13,C901,Germany
4186,INV5185,S625,Marker,35,2025-09-29,13.77,C383,India
4187,INV5186,S959,Pencil,6,2025-11-11,3.15,C815,USA
4188,INV5187,S264,Pen,2,2025-12-13,55.52,C842,India
4189,INV5188,S318,Eraser,9,2025-03-01,51.22,C256,India
4190,INV5189,S269,Notebook,43,2025-05-09,1.81,C880,Germany
4191,INV5190,S329,Stapler,34,2025-05-28,29.13,C704,USA
4192,INV5191,S236,Eraser,14,2025-11-11,65.9,C520,France
4193,INV5192,S753,Notebook,6,2025-04-23,19.97,C580,India
4194,INV5193,S931,Ruler,20,2025-07-22,77.96,C897,France
4195,INV5194,S306,Eraser,50,2025-07-25,59.81,C671,India
4196,INV5195,S631,Stapler,30,2025-07-24,80.61,C509,UK
4197,INV5196,S583,Ruler,8,2025-02-10,94.81,C510,UK
4198,INV5197,S123,Pencil,22,2025-11-28,99.54,C601,India
4199,INV5198,S415,Stapler,29,2025-07-07,26.82,C186,Germany
4200,INV5199,S914,Marker,11,2025-01-01,11.11,C552,USA
4201,INV5200,S335,Pencil,45,2025-10-22,83.32,C246,Germany
4202,INV5201,S475,Pen,6,2025-02-14,47.56,C148,France
4203,INV5202,S614,Ruler,34,2025-06-04,85.83,C583,UK
4204,INV5203,S248,Notebook,31,2025-10-21,11.68,C195,USA
4205,INV5204,S392,Eraser,7,2025-12-27,21.92,C670,Germany
4206,INV5205,S394,Marker,12,2025-01-17,6.04,C454,India
4207,INV5206,S914,Notebook,33,2025-11-28,88.0,C720,Germany
4208,INV5207,S803,Notebook,21,2025-11-07,19.48,C805,France
4209,INV5208,S496,Pen,14,2025-04-14,90.72,C923,France
4210,INV5209,S201,Pen,28,2025-08-23,46.38,C179,USA
4211,INV5210,S905,Marker,44,2025-03-06,97.2,C748,USA
4212,INV5211,S973,Pencil,48,2025-06-20,90.37,C884,France
4213,INV5212,S598,Marker,18,2025-11-11,5.02,C513,Germany
4214,INV5213,S767,Pen,40,2025-09-11,9.16,C752,UK
4215,INV5214,S688,Ruler,9,2025-02-19,12.9,C258,Germany
4216,INV5215,S399,Notebook,38,2025-05-27,76.1,C145,India
4217,INV5216,S903,Stapler,20,2025-08-30,62.65,C804,India
4218,INV5217,S790,Ruler,41,2025-12-14,17.68,C177,India
4219,INV5218,S101,Ruler,41,2025-01-31,75.9,C499,France
4220,INV5219,S982,Marker,6,2025-08-26,29.11,C982,UK
4221,INV5220,S423,Marker,49,2025-02-11,70.86,C769,Germany
4222,INV5221,S122,Ruler,18,2025-11-21,59.94,C800,UK
4223,INV5222,S315,Stapler,23,2025-06-14,86.02,C388,USA
4224,INV5223,S314,Pen,12,2025-03-30,92.72,C300,USA
4225,INV5224,S790,Notebook,50,2025-10-27,27.06,C987,USA
4226,INV5225,S257,Eraser,41,2025-10-20,21.82,C142,UK
4227,INV5226,S429,Pen,21,2025-11-10,72.02,C825,France
4228,INV5227,S133,Pencil,31,2025-06-08,66.51,C175,Germany
4229,INV5228,S371,Eraser,28,2025-01-07,80.49,C114,USA
4230,INV5229,S621,Marker,10,2025-03-02,36.69,C508,India
4231,INV5230,S504,Marker,16,2025-12-27,33.86,C655,Germany
4232,INV5231,S113,Notebook,7,2025-02-07,64.76,C381,USA
4233,INV5232,S407,Pencil,43,2025-07-15,77.73,C432,USA
4234,INV5233,S376,Pen,33,2025-02-16,50.19,C493,UK
4235,INV5234,S390,Notebook,44,2025-04-14,46.85,C581,USA
4236,INV5235,S196,Pen,29,2025-11-25,25.2,C213,USA
4237,INV5236,S447,Notebook,9,2025-08-21,4.97,C921,UK
4238,INV5237,S713,Marker,24,2025-12-24,33.35,C150,UK
4239,INV5238,S410,Marker,40,2025-07-15,90.99,C762,Germany
4240,INV5239,S854,Marker,42,2025-02-02,91.96,C555,Germany
4241,INV5240,S170,Stapler,5,2025-05-23,28.36,C248,Germany
4242,INV5241,S479,Marker,3,2025-04-04,47.86,C845,Germany
4243,INV5242,S212,Stapler,24,2025-06-15,36.92,C361,UK
4244,INV5243,S394,Notebook,34,2025-08-24,39.77,C517,France
4245,INV5244,S826,Ruler,8,2025-10-31,19.66,C173,Germany
4246,INV5245,S522,Pen,32,2025-01-21,91.52,C415,UK
4247,INV5246,S493,Stapler,1,2025-12-12,37.32,C888,Germany
4248,INV5247,S581,Ruler,27,2025-07-11,1.93,C515,Germany
4249,INV5248,S785,Pencil,45,2025-09-18,26.89,C598,Germany
4250,INV5249,S604,Stapler,1,2025-07-24,63.58,C122,Germany
4251,INV5250,S926,Pen,7,2025-02-07,52.4,C504,India
4252,INV5251,S564,Marker,34,2025-03-17,44.46,C764,UK
4253,INV5252,S292,Ruler,21,2025-09-18,29.06,C954,USA
4254,INV5253,S687,Ruler,37,2025-06-27,46.05,C907,France
4255,INV5254,S665,Stapler,36,2025-05-03,34.98,C224,India
4256,INV5255,S470,Marker,14,2025-08-19,16.27,C599,USA
4257,INV5256,S897,Pen,4,2025-10-12,92.57,C426,USA
4258,INV5257,S712,Notebook,22,2025-08-30,71.2,C492,UK
4259,INV5258,S560,Ruler,42,2025-06-26,68.79,C830,USA
4260,INV5259,S672,Stapler,27,2025-11-02,7.6,C167,Germany
4261,INV5260,S317,Stapler,40,2025-12-23,71.74,C293,India
4262,INV5261,S516,Pencil,48,2025-12-29,86.79,C143,France
4263,INV5262,S637,Marker,34,2025-06-22,57.19,C295,USA
4264,INV5263,S292,Pen,36,2025-05-01,7.68,C377,France
4265,INV5264,S967,Notebook,41,2025-02-22,88.12,C653,India
4266,INV5265,S336,Marker,36,2025-12-08,20.93,C892,USA
4267,INV5266,S185,Marker,30,2025-01-10,84.66,C128,UK
4268,INV5267,S197,Pen,27,2025-12-16,68.83,C542,India
4269,INV5268,S425,Stapler,49,2025-11-13,81.57,C319,India
4270,INV5269,S457,Pen,28,2025-07-14,59.73,C595,India
4271,INV5270,S107,Ruler,44,2025-12-14,62.34,C200,France
4272,INV5271,S529,Pen,1,2025-04-08,51.58,C836,France
4273,INV5272,S234,Pen,47,2025-11-28,36.56,C856,France
4274,INV5273,S132,Pencil,17,2025-10-08,36.83,C396,India
4275,INV5274,S471,Pencil,45,2025-03-14,85.24,C844,USA
4276,INV5275,S388,Stapler,32,2025-04-25,33.38,C662,USA
4277,INV5276,S875,Pencil,40,2025-02-11,77.79,C360,India
4278,INV5277,S489,Ruler,11,2025-01-13,90.61,C848,France
4279,INV5278,S700,Notebook,30,2025-05-08,23.58,C286,Germany
4280,INV5279,S342,Notebook,15,2025-08-28,53.72,C677,India
4281,INV5280,S839,Pen,33,2025-01-05,65.74,C628,UK
4282,INV5281,S248,Notebook,48,2025-03-01,59.36,C500,Germany
4283,INV5282,S573,Marker,7,2025-08-14,53.52,C876,USA
4284,INV5283,S405,Pen,48,2025-08-08,12.58,C615,Germany
4285,INV5284,S423,Ruler,32,2025-02-27,8.99,C588,USA
4286,INV5285,S782,Pencil,37,2025-10-26,74.31,C992,France
4287,INV5286,S393,Pencil,44,2025-11-26,16.28,C106,France
4288,INV5287,S384,Ruler,40,2025-07-26,72.47,C897,Germany
4289,INV5288,S340,Stapler,30,2025-10-01,25.56,C171,USA
4290,INV5289,S118,Notebook,20,2025-01-16,50.99,C786,USA
4291,INV5290,S290,Pencil,20,2025-09-03,94.38,C281,Germany
4292,INV5291,S517,Eraser,10,2025-06-14,26.21,C740,France
4293,INV5292,S884,Ruler,38,2025-04-20,16.37,C404,Germany
4294,INV5293,S963,Marker,27,2025-07-12,89.97,C834,UK
4295,INV5294,S555,Marker,8,2025-02-11,91.59,C633,UK
4296,INV5295,S775,Marker,24,2025-01-27,80.53,C558,Germany
4297,INV5296,S161,Notebook,27,2025-02-15,88.29,C151,USA
4298,INV5297,S948,Ruler,44,2025-06-28,35.38,C939,UK
4299,INV5298,S372,Notebook,36,2025-09-06,12.19,C315,India
4300,INV5299,S820,Pen,18,2025-06-30,53.28,C531,France
4301,INV5300,S455,Notebook,27,2025-05-22,9.83,C465,UK
4302,INV5301,S279,Ruler,2,2025-06-16,60.44,C214,USA
4303,INV5302,S488,Notebook,16,2025-08-14,47.22,C490,USA
4304,INV5303,S935,Eraser,34,2025-12-31,18.4,C207,India
4305,INV5304,S727,Ruler,40,2025-03-24,48.23,C418,UK
4306,INV5305,S932,Ruler,23,2025-02-11,90.95,C749,France
4307,INV5306,S228,Pencil,6,2025-03-24,41.78,C928,USA
4308,INV5307,S263,Pencil,9,2025-05-04,1.64,C416,USA
4309,INV5308,S949,Stapler,5,2025-07-30,2.71,C375,France
4310,INV5309,S772,Pen,29,2025-03-01,51.91,C775,USA
4311,INV5310,S445,Stapler,18,2025-10-01,16.45,C364,UK
4312,INV5311,S613,Pencil,16,2025-01-18,71.35,C458,Germany
4313,INV5312,S214,Stapler,42,2025-05-24,88.97,C803,India
4314,INV5313,S118,Pen,35,2025-12-19,35.53,C503,India
4315,INV5314,S317,Marker,26,2025-11-17,74.28,C369,UK
4316,INV5315,S569,Marker,34,2025-03-05,6.42,C604,UK
4317,INV5316,S163,Eraser,3,2025-01-28,69.47,C579,Germany
4318,INV5317,S351,Marker,15,2025-05-22,62.41,C336,UK
4319,INV5318,S166,Stapler,39,2025-02-02,22.56,C328,India
4320,INV5319,S477,Stapler,5,2025-12-04,47.64,C225,Germany
4321,INV5320,S174,Stapler,25,2025-06-17,49.28,C194,Germany
4322,INV5321,S537,Ruler,30,2025-05-03,45.3,C774,USA
4323,INV5322,S917,Marker,26,2025-05-15,75.63,C186,India
4324,INV5323,S238,Pencil,11,2025-01-19,78.89,C368,Germany
4325,INV5324,S821,Eraser,13,2025-05-02,16.68,C377,India
4326,INV5325,S158,Marker,31,2025-08-19,78.27,C416,India
4327,INV5326,S340,Marker,24,2025-03-28,8.58,C256,France
4328,INV5327,S292,Ruler,20,2025-10-20,65.65,C332,France
4329,INV5328,S407,Eraser,39,2025-01-21,25.65,C381,UK
4330,INV5329,S973,Stapler,12,2025-02-17,34.56,C417,UK
4331,INV5330,S824,Pencil,15,2025-04-08,84.97,C744,USA
4332,INV5331,S995,Stapler,29,2025-01-29,19.62,C604,UK
4333,INV5332,S836,Notebook,24,2025-01-19,98.02,C528,Germany
4334,INV5333,S442,Pen,12,2025-02-14,79.16,C288,France
4335,INV5334,S402,Marker,42,2025-10-27,20.83,C204,UK
4336,INV5335,S105,Marker,1,2025-02-27,43.75,C458,India
4337,INV5336,S762,Pen,7,2025-06-10,20.08,C509,India
4338,INV5337,S570,Pen,28,2025-02-08,92.28,C359,France
4339,INV5338,S818,Pencil,2,2025-09-09,9.38,C888,USA
4340,INV5339,S206,Pen,25,2025-10-22,44.85,C567,Germany
4341,INV5340,S551,Pencil,17,2025-03-26,75.81,C582,India
4342,INV5341,S435,Stapler,25,2025-08-19,53.92,C354,UK
4343,INV5342,S151,Pencil,37,2025-10-17,36.52,C706,India
4344,INV5343,S697,Stapler,25,2025-02-21,61.66,C545,USA
4345,INV5344,S418,Notebook,47,2025-03-27,37.95,C846,India
4346,INV5345,S942,Eraser,27,2025-07-19,12.11,C622,UK
4347,INV5346,S779,Ruler,12,2025-11-08,45.41,C728,USA
4348,INV5347,S826,Marker,8,2025-08-09,39.79,C330,India
4349,INV5348,S272,Ruler,43,2025-07-19,87.21,C528,India
4350,INV5349,S145,Pencil,5,2025-11-18,78.19,C307,UK
4351,INV5350,S793,Pen,44,2025-11-10,99.96,C847,Germany
4352,INV5351,S664,Pen,8,2025-11-12,72.6,C262,India
4353,INV5352,S356,Marker,9,2025-06-21,76.21,C578,USA
4354,INV5353,S348,Notebook,12,2025-01-27,80.69,C642,USA
4355,INV5354,S748,Pencil,19,2025-09-18,5.63,C888,France
4356,INV5355,S124,Marker,12,2025-12-21,69.3,C260,USA
4357,INV5356,S521,Stapler,43,2025-09-22,71.9,C707,Germany
4358,INV5357,S418,Eraser,20,2025-12-16,89.45,C594,Germany
4359,INV5358,S906,Notebook,39,2025-03-22,27.35,C270,UK
4360,INV5359,S205,Ruler,24,2025-07-10,12.2,C599,USA
4361,INV5360,S893,Pencil,7,2025-08-01,42.66,C813,France
4362,INV5361,S270,Pen,42,2025-02-11,26.05,C171,Germany
4363,INV5362,S711,Pencil,14,2025-02-13,42.51,C425,UK
4364,INV5363,S842,Eraser,50,2025-12-17,99.61,C735,France
4365,INV5364,S964,Ruler,23,2025-12-03,72.89,C930,India
4366,INV5365,S762,Eraser,3,2025-08-02,1.31,C913,Germany
4367,INV5366,S138,Pen,2,2025-06-14,98.96,C390,India
4368,INV5367,S950,Eraser,33,2025-03-18,95.42,C466,UK
4369,INV5368,S269,Pencil,31,2025-09-24,65.98,C884,France
4370,INV5369,S500,Eraser,29,2025-05-26,25.14,C780,Germany
4371,INV5370,S383,Eraser,9,2025-08-26,31.37,C342,UK
4372,INV5371,S386,Eraser,15,2025-10-02,43.84,C487,Germany
4373,INV5372,S451,Stapler,43,2025-02-04,78.6,C519,USA
4374,INV5373,S406,Notebook,8,2025-09-29,62.25,C155,Germany
4375,INV5374,S989,Notebook,32,2025-07-23,78.2,C786,France
4376,INV5375,S239,Pen,35,2025-08-27,60.32,C859,France
4377,INV5376,S440,Pencil,47,2025-03-03,4.72,C706,UK
4378,INV5377,S393,Pen,39,2025-06-22,71.16,C802,USA
4379,INV5378,S905,Stapler,45,2025-01-29,75.58,C845,UK
4380,INV5379,S836,Pen,22,2025-03-04,3.85,C615,UK
